angDist,name,ra,dec,err_ellipse_r0,conf_flag,extent_flag,sat_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w,significance,hard_hm,hard_hm_lolim,hard_hm_hilim,hard_ms,hard_ms_lolim,hard_ms_hilim,var_intra_index_b,var_intra_index_w,var_inter_index_b,var_inter_index_w,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error
0.741529,2CXO J162334.3-263202,245.89299405027782,-26.533911784362132,0.7229278665615797,0,0,0,1.510274414485E-15,1.2447316602898E-15,1.7758171686801E-15,,,,6.28833322345289,-0.51093066833229,-0.75515302935665,-0.22798251093067,-0.51842598376015,-0.64522173641474,-0.38038725796377,1,,0,,245.8931158330076,-26.5340865887886,0.007,0.002,90,6045465815462108800,245.89311583301,6.9297,-26.53408658879,1.6122,,,,,,,0,9.49060e+02,7.98989e+00,18.245132,,,,,,,,,,0,,,,,,0.009141,,
0.229407,2CXO J162334.6-263204,245.89444021769543,-26.53455976197338,0.7443801825121573,0,0,0,1.470991413081E-15,1.0717223152447E-15,1.8702605109173E-15,,,,4.457142857142854,0.38975640224859,0.10306058713304,0.63647720174891,-0.41349156777014,-0.64022485946284,-0.1630231105559,2,,0,,245.8944091655782,-26.5346171115761,0.005,0.001,90,6045465815462050432,245.89440916558,5.4058,-26.53461711158,1.2072,,,,,,,0,8.11678e+02,2.65245e+00,18.414906,,,,,,,,,,0,,,,,,0.003548,,
0.784374,2CXO J162334.7-263143,245.89478551314687,-26.52876133271581,0.787301092898562,0,0,0,0.0,0.0,2.5940749195584E-16,,,,3.454545454545578,0.99937539038101,-0.16801998750781,1.0,-0.99937539038101,-1.0,-0.60899437851343,0,,6,,245.8945478476124,-26.5287138363672,0.001,0.000,90,6045465815462193408,245.89454784761,0.6661,-26.52871383637,0.2920,,,,,,,1,6.42982e+03,2.98673e+01,16.167870,5.44999e+03,9.50237e+01,16.010399,9.73873e+03,1.59234e+02,14.790664,1.219735,,,0,5095.63,,,,,0.005043,0.018930,0.017752
0.915819,2CXO J162334.7-263143,245.89478551314687,-26.52876133271581,0.787301092898562,0,0,0,0.0,0.0,2.5940749195584E-16,,,,3.454545454545578,0.99937539038101,-0.16801998750781,1.0,-0.99937539038101,-1.0,-0.60899437851343,0,,6,,245.8949571834245,-26.5289641256481,0.001,0.000,90,6045465815462193536,245.89495718342,0.7050,-26.52896412565,0.3290,,,,,,,0,5.35201e+03,2.74428e+01,16.367073,5.34647e+03,1.69413e+02,16.031220,7.90443e+03,2.77078e+02,15.017243,1.013976,,,0,5095.63,,,,,0.005567,0.034404,0.038059
0.158430,2CXO J162334.8-263159,245.8950813024744,-26.533311599083007,0.7444563245907655,0,0,0,7.0192686975156E-16,4.8515533644593E-16,9.0837594909026E-16,,,,4.108108108107991,-0.069956277326671,-0.44159900062461,0.26795752654591,-0.37601499063086,-0.59400374765771,-0.12554653341661,0,,0,,245.8951217724403,-26.5332865841953,0.005,0.004,90,6045465815461971456,245.89506583252,0.1670,-26.53336895797,0.0878,0.3432,0.1662,-11.624,0.322,-19.132,0.270,0,1.24778e+04,5.52430e+01,15.448021,,,,,,,,,,0,,,,,,0.004807,,
0.780377,2CXO J162334.8-263159,245.8950813024744,-26.533311599083007,0.7444563245907655,0,0,0,7.0192686975156E-16,4.8515533644593E-16,9.0837594909026E-16,,,,4.108108108107991,-0.069956277326671,-0.44159900062461,0.26795752654591,-0.37601499063086,-0.59400374765771,-0.12554653341661,0,,0,,245.8953235652975,-26.5333083062215,0.019,0.016,0,6045465815461971584,245.89532356530,15.7565,-26.53330830622,18.5571,,,,,,,0,4.54188e+03,2.39340e+01,16.545277,,,,,,,,,,0,,,,,,0.005721,,
0.165463,2CXO J162335.0-263119,245.89597721587768,-26.522000688164425,0.7159025701408733,0,0,0,2.4285826017157E-14,2.2172252197257E-14,2.6399399837057E-14,,,,14.807849414039133,-0.1211742660837,-0.22923173016864,-0.015615240474703,-0.036227357901312,-0.13054341036852,0.05683947532792,9,,8,,245.8960152797188,-26.5219698250216,0.004,0.004,90,6045465918541575296,245.89595695322,0.1346,-26.52205220457,0.0671,0.5380,0.1053,-12.121,0.274,-19.133,0.240,0,7.47899e+03,1.12760e+01,16.003757,6.82227e+03,2.16134e+02,15.766566,1.79870e+04,6.12961e+02,14.124525,1.642041,,,0,5095.63,,,,,0.001637,0.034397,0.037000
0.739291,2CXO J162335.0-263119,245.89597721587768,-26.522000688164425,0.7159025701408733,0,0,0,2.4285826017157E-14,2.2172252197257E-14,2.6399399837057E-14,,,,14.807849414039133,-0.1211742660837,-0.22923173016864,-0.015615240474703,-0.036227357901312,-0.13054341036852,0.05683947532792,9,,8,,245.8958703608195,-26.5221824321791,0.008,0.006,90,6045465914246394880,245.89579074970,0.2658,-26.52224837581,0.1303,-2.4737,0.2993,-16.544,0.509,-15.316,0.402,0,9.11841e+03,4.47027e+01,15.788568,1.05776e+04,1.38536e+02,15.290416,2.09983e+04,2.37977e+02,13.956459,1.333957,,,0,5095.63,,,,,0.005323,0.014220,0.012305
0.212421,2CXO J162335.0-263204,245.89615920690972,-26.534513530794754,0.7327016924364743,0,0,0,1.7013144506611E-15,1.3452253795925E-15,2.0376207955592E-15,,,,5.176470588235194,0.17114303560275,-0.13429106808245,0.43785134291068,-0.49843847595253,-0.66396002498438,-0.31168019987508,2,,5,,245.8961948313931,-26.5344638732341,0.010,0.007,90,6045465815461972224,245.89610669577,0.3266,-26.53454991765,0.1223,-0.8565,0.3338,-18.314,0.635,-19.985,0.439,0,2.10783e+03,8.67975e+00,17.378778,2.75761e+03,2.94583e+02,16.750057,4.47745e+03,3.93626e+02,15.634342,1.115715,,,0,,,,,,0.004471,0.115984,0.095450
0.114339,2CXO J162335.2-263526,245.8966965354374,-26.590560053709964,0.7141784387469352,0,1,0,6.0540885607547E-14,5.7289631161361E-14,6.3792140053733E-14,,,,23.01920764804962,0.12866958151156,0.068082448469706,0.18675827607745,-0.033728919425359,-0.099312929419113,0.033104309806371,0,,6,,245.8967064396240,-26.5905295526086,0.025,0.018,90,6045463169761296000,245.89670712148,0.8084,-26.59052594520,0.3062,0.7239,0.7508,0.142,1.612,0.838,1.151,0,1.87652e+02,9.69730e-01,20.004984,1.64772e+02,8.89264e+00,19.809183,2.42946e+02,9.81418e+00,18.798147,1.011036,,,0,,,,,,0.005611,0.058597,0.043860
0.631543,2CXO J162335.2-263137,245.89671855130507,-26.527135901216926,0.8902218947338042,0,0,0,3.450579603743E-15,1.9169886687461E-15,4.9074909919901E-15,,,,2.2000000000000575,0.24484697064335,-0.17676452217364,0.59900062460962,0.40974391005621,0.019362898188632,1.0,1,,6,,245.8965489460795,-26.5270478828144,0.019,0.015,90,6045465849821970560,245.89649890398,0.5664,-26.52711574162,0.3043,4.3508,0.6428,-10.399,1.234,-15.761,0.957,0,3.00152e+03,1.05180e+01,16.995014,,,,,,,,,,0,,,,,,0.003805,,
0.277477,2CXO J162335.5-262708,245.898257532054,-26.452354834100618,1.434209383987063,0,0,0,2.7496349433788E-15,1.9698877206296E-15,3.529382166128E-15,,,,7.7677280352574325,-0.37476577139288,-0.6264834478451,-0.14803247970019,-0.32479700187383,-0.4366021236727,-0.20799500312305,0,,0,,245.8982108537498,-26.4522900703821,0.002,0.001,90,6045478459856719104,245.89819489414,0.0561,-26.45230708400,0.0277,0.3961,0.0603,-3.319,0.125,-3.952,0.092,1,5.58692e+03,4.80461e+00,16.320435,2.06788e+03,1.41425e+01,17.062574,5.44817e+03,1.72691e+01,15.421294,1.641280,,,0,4308.54,,,,,0.000934,0.007426,0.003441
0.970773,2CXO J162335.7-263137,245.8991121230565,-26.527029092615525,0.7815082011850703,0,0,0,6.3725040668428E-16,3.8475496252636E-16,8.897458508422E-16,,,,3.314285714285707,-0.99937539038101,-1.0,-0.33291692692067,-0.37101811367895,-0.60649594003748,-0.10306058713304,2,,7,,245.8993315704169,-26.5268442554620,0.009,0.008,90,6045465849821914240,245.89927740500,0.2819,-26.52692755584,0.1743,2.3333,0.3428,-11.256,0.561,-19.347,0.510,0,1.64035e+03,1.53878e+01,17.651022,,,,,,,,,,0,,,,,,0.010185,,
0.166807,2CXO J162335.8-263132,245.89920769788603,-26.525689565636075,0.8176903371020434,0,0,0,0.0,0.0,1.5785815020118E-16,,,,3.529411764706043,0.99937539038101,-0.17301686445971,1.0,-0.99937539038101,-1.0,-0.3628981886321,1,,8,,245.8992540055646,-26.5256688232589,0.007,0.005,90,6045465849821915648,245.89919594850,0.1898,-26.52574964786,0.0900,1.6261,0.2126,-12.065,0.481,-18.772,0.319,0,8.28823e+03,3.35467e+01,15.892211,,,,,,,,,,0,,,,,,0.004395,,
0.859826,2CXO J162335.9-263101,245.89991096695587,-26.517124920411874,0.760264807621284,0,0,0,1.4980805018192E-15,1.1293222244483E-15,1.8437913868544E-15,,,,4.64516129032259,0.32729544034978,0.08682073703935,0.53653966271081,-0.037476577139288,-0.29668956901936,0.2317301686446,2,,0,,245.8997674630073,-26.5169235346163,0.001,0.001,90,6045465918551512704,245.89970827393,0.0385,-26.51700756462,0.0200,0.5285,0.0417,-12.301,0.084,-19.517,0.063,0,1.55634e+06,8.28838e+02,10.208107,4.09934e+05,5.33153e+02,11.319603,1.68733e+06,1.60433e+03,9.193922,2.125681,72.70,0.22,5,3844.05,,,45.50,407.328,0.000578,0.001412,0.001032
0.278774,2CXO J162335.9-263124,245.89997380216755,-26.523542842583446,0.9029134318775779,0,0,0,2.5772059224028E-15,1.4384405148295E-15,3.6560363085249E-15,,,,2.2105263157894677,0.99937539038101,0.35040599625234,1.0,-0.99937539038101,-1.0,-0.30293566520924,1,,7,,245.8999218213697,-26.5236047568157,0.000,0.000,90,6045465849821990272,245.89992182137,0.4166,-26.52360475682,0.1367,,,,,,,0,2.37147e+03,7.95457e+00,17.250820,,,,,,,,,,0,,,,,,0.003642,,
0.458416,2CXO J162336.4-263030,245.9017560486576,-26.508346690789107,0.9676337200255577,0,0,0,5.9540496356932E-16,3.2747272996313E-16,8.4845207308628E-16,,,,3.1052631578947114,0.18738288569644,-0.19550281074329,0.52779512804497,-0.15865084322299,-0.48782011242973,0.20424734540912,0,,4,,245.9018949767779,-26.5083742369540,0.002,0.001,90,6045466296508665856,245.90183689018,0.0495,-26.50845222344,0.0245,0.3133,0.0545,-12.073,0.120,-18.113,0.083,0,7.09902e+03,5.23988e+00,16.060370,3.63847e+03,1.73359e+01,16.449093,6.71366e+03,2.65686e+01,15.194521,1.254572,,,0,4920.00,,,,,0.000801,0.005173,0.004297
0.260963,2CXO J162336.7-263144,245.90327460640447,-26.52894331442188,0.7424104721800266,1,0,0,1.0136727000913E-15,7.0957089006389E-16,1.3177745101187E-15,,,,5.387792415523797,-0.99937539038101,-1.0,-0.72392254840725,-0.0049968769519051,-0.22923173016864,0.22673329169269,2,,0,,245.9032486475766,-26.5290119827301,0.000,0.000,90,6045465849821808128,245.90324864758,0.4585,-26.52901198273,0.1821,,,,,,,1,5.24356e+03,5.20296e+01,16.389301,4.35533e+03,5.06339e+01,16.253836,8.12799e+03,8.28461e+01,14.986962,1.266873,,,0,5095.63,,,,,0.010773,0.012622,0.011067
0.200018,2CXO J162336.8-263139,245.90371421951227,-26.527597134960793,0.7579126861698077,0,0,0,1.3662100388483E-15,9.9571240119455E-16,1.7367076765021E-15,,,,4.909090909090941,-0.048719550281074,-0.40037476577139,0.27795128044972,-0.31480324797002,-0.54278575890069,-0.061836352279825,2,,0,,245.9036872252120,-26.5276471713327,0.002,0.001,90,6045465849831975936,245.90368722521,2.3393,-26.52764717133,1.0249,,,,,,,1,2.28259e+03,9.89736e+00,17.292297,1.61132e+03,1.85584e+01,17.333433,3.27515e+03,2.70300e+01,15.973842,1.359592,,,0,,,,,,0.004708,0.012505,0.008961
0.282547,2CXO J162337.0-263133,245.90418427760846,-26.52598784719835,0.7815323769503371,0,0,0,4.3349253363365E-16,2.6173134106183E-16,5.9707462179729E-16,,,,3.4054054054054737,-0.99937539038101,-1.0,-0.41786383510306,-0.28856964397252,-0.52904434728295,-0.031855090568395,0,,0,,245.9041859457140,-26.5260663182695,0.008,0.002,90,6045465849831981440,245.90418594571,8.4126,-26.52606631827,2.4174,,,,,,,0,6.64583e+02,6.24099e+00,18.631992,,,,,,,,,,0,,,,,,0.010196,,
0.094433,2CXO J162337.7-263519,245.90738974130102,-26.588618209330576,0.7304030836535653,0,0,0,9.6968361487175E-15,8.6143447784496E-15,1.0715651556028E-14,,,,9.11741963401275,0.079950031230481,-0.039350405996252,0.19675202998126,0.077451592754528,-0.055590256089944,0.21424109931293,1,,5,,245.9073975851317,-26.5885929330123,0.014,0.005,90,6045464647232984960,245.90739758513,13.9700,-26.58859293301,4.7506,,,,,,,0,6.79974e+01,1.41222e+00,21.107134,,,,,,,,,,0,,,,,,0.022549,,
0.154096,2CXO J162338.0-263138,245.90867729723368,-26.527230560906332,0.7132651447027865,0,0,0,6.656475416476E-15,5.6788826979958E-15,7.6340681349562E-15,,,,16.899333304522727,-0.58713304184884,-0.74266083697689,-0.41911305434104,0.081199250468457,-0.063085571517801,0.22923173016864,0,,8,,245.9087054054350,-26.5271959235739,0.002,0.002,90,6045465849821777024,245.90864892890,0.0758,-26.52727487887,0.0406,0.7621,0.0867,-11.736,0.158,-18.338,0.124,0,4.52280e+03,6.26243e+00,16.549847,3.13270e+03,1.35066e+02,16.611591,5.47538e+03,1.24800e+02,15.415884,1.195707,,,0,5143.45,,,,,0.001503,0.046811,0.024747
0.627302,2CXO J162338.3-262919,245.90963445517502,-26.488638784035054,1.3902773788999403,1,0,0,3.4088315961075E-16,1.2395751258573E-16,5.5780880663577E-16,,,,3.1904761904761516,0.3422860712055,-0.19675202998126,0.70393504059963,-0.63210493441599,-0.84384759525297,-0.39537788881949,,,0,,245.9097186078179,-26.4887959158510,0.016,0.011,90,6045466537017389568,245.90969480637,0.4407,-26.48879326167,0.2022,4.7884,0.5301,-4.948,1.008,0.616,0.678,0,3.77132e+02,2.12727e+00,19.247131,,,,,,,,,,0,,,,,,0.006124,,
0.371685,2CXO J162338.8-263148,245.91205033571657,-26.530025905049772,0.8153880125616024,0,0,0,5.3317227356086E-16,2.8518516957907E-16,7.6876002234357E-16,,,,2.7647058823528994,-0.52592129918801,-0.82885696439725,-0.16552154903186,0.41848844472205,0.065584009993754,0.72142410993129,1,,3,,245.9119783521369,-26.5301066010948,0.002,0.000,90,6045465849821691136,245.91197835214,1.5866,-26.53010660109,0.4095,,,,,,,0,9.39747e+02,5.56664e+00,18.255838,,,,,,,,,,0,,,,,,0.006431,,
0.206492,2CXO J162339.1-262955,245.9132061423254,-26.498641066166,1.1538813298360115,0,0,0,0.0,0.0,1.7244168128115E-16,,,,3.199999999999912,-0.99937539038101,-1.0,-0.29918800749532,-0.58588382261087,-0.79387882573392,-0.33916302311056,,,0,,245.9131825512182,-26.4985877343851,0.019,0.018,0,6045466330859725184,245.91312514213,0.7654,-26.49867501824,0.3510,-0.6292,0.6859,-11.933,1.177,-20.272,1.243,0,2.86441e+02,1.68701e+00,19.545778,,,,,,,,,,0,,,,,,0.006394,,
0.287888,2CXO J162339.8-263126,245.91598616907868,-26.52405651862547,0.9039590978417792,0,0,0,3.2552870253898E-16,6.7818479695621E-17,5.8323892538234E-16,,,,2.6829268292682036,-0.99937539038101,-1.0,-0.32417239225484,0.0024984384759525,-0.40662086196127,0.44284821986259,,,0,,245.9160164197128,-26.5241317677408,0.007,0.002,90,6045466227778889472,245.91601641971,6.7393,-26.52413176774,1.5266,,,,,,,0,2.63437e+02,2.35315e+00,19.636675,3.25704e+02,9.79910e+01,19.069328,8.28560e+02,4.82609e+01,17.466110,1.603218,,,0,,,,,,0.009698,0.326653,0.063241
0.226957,2CXO J162340.1-262925,245.9174498876697,-26.49055336299814,0.842213921458393,0,0,0,3.1883687750618E-16,6.6424349480453E-17,5.712494055319E-16,,,,8.16529816971531,-0.99937539038101,-1.0,-0.67520299812617,-0.19862585883823,-0.40787008119925,0.02685821361649,9,,8,,245.9174387627247,-26.4904911107152,0.006,0.005,90,6045466330858826752,245.91737523284,0.1626,-26.49057077456,0.1046,0.5731,0.2049,-13.206,0.365,-18.503,0.308,1,1.07889e+03,3.62300e+00,18.105927,9.68580e+02,2.23859e+02,17.886050,1.59795e+03,9.51714e+01,16.753016,1.133034,,,0,,,,,,0.003646,0.250937,0.064665
0.373892,2CXO J162341.4-263205,245.92287301297756,-26.534828892985217,0.8139733172530094,0,0,0,0.0,0.0,2.5998335235444E-16,,,,3.1627906976744242,-0.99937539038101,-1.0,-0.31667707682698,0.99937539038101,0.30793254216115,1.0,1,,6,,245.9227762583497,-26.5348862823966,0.001,0.000,90,6045465093907182464,245.92277625835,0.5340,-26.53488628240,0.2374,,,,,,,0,5.69886e+02,2.58988e+00,18.798895,6.92166e+02,7.99339e+01,18.250862,1.15731e+03,4.90755e+01,17.103300,1.147562,,,0,,,,,,0.004934,0.125385,0.046041
0.124679,2CXO J162342.3-263038,245.926452053003,-26.510636543290122,0.7951276188442615,0,0,0,3.7371010794063E-16,8.7199025186148E-17,6.6022119069512E-16,,,,4.411764705882308,-0.99937539038101,-1.0,-0.2792004996877,-0.58213616489694,-0.81011867582761,-0.30168644597127,2,,6,,245.9264208433138,-26.5106160621423,0.001,0.001,90,6045466262148847232,245.92639481932,0.0378,-26.51063971718,0.0193,2.7512,0.0388,-5.409,0.089,-5.494,0.069,1,2.18664e+04,6.62156e+00,14.838921,7.83325e+03,3.83212e+01,15.616532,2.39233e+04,3.91663e+01,13.814869,1.801663,,,0,4013.91,,,0.90,0.189,0.000329,0.005312,0.001778
0.284923,2CXO J162343.1-263331,245.9299713867315,-26.55865015124193,0.9957381724884369,0,0,0,0.0,0.0,3.5905564588806E-16,,,,2.3243243243243548,0.60961898813242,-0.22548407245472,1.0,0.99937539038101,-0.16177389131793,1.0,,,5,,245.9299591320707,-26.5587285337457,0.009,0.002,90,6045464819031714304,245.92995913207,8.5964,-26.55872853375,2.3784,,,,,,,0,9.75339e+01,2.29473e+00,20.715477,,,,,,,,,,0,,,,,,0.025545,,
0.417350,2CXO J162344.7-262429,245.93648145977727,-26.408270811818152,1.8277192244706693,0,0,0,9.4638727633668E-15,7.8530008036448E-15,1.1074744723089E-14,,,,8.774866201348559,-0.32229856339788,-0.52779512804497,-0.13928794503435,-0.368519675203,-0.46158650843223,-0.26670830730793,2,,5,,245.9365482752475,-26.4081715210143,0.001,0.001,90,6045502099357410688,245.93655554105,0.0323,-26.40815861706,0.0160,0.5839,0.0340,1.511,0.072,2.997,0.053,1,2.10648e+04,1.83241e+01,14.879471,9.22039e+03,3.41230e+01,15.439515,1.76270e+04,4.11469e+01,14.146474,1.293041,,,0,4801.30,,,2.43,2.830,0.000944,0.004018,0.002534
0.083607,2CXO J162345.7-263116,245.94070912415123,-26.52130170475574,1.0235001535148966,0,0,0,2.6345276621435E-16,9.0326662702064E-17,4.3657886972664E-16,,,,4.17142857142859,-0.99937539038101,-1.0,-0.60399750156152,-0.53841349156777,-0.69768894440974,-0.3579013116802,1,,0,,245.9406937162806,-26.5212830154283,0.003,0.002,90,6045465506234526592,245.94063480777,0.0713,-26.52136795003,0.0353,0.5899,0.0895,-12.242,0.187,-19.727,0.143,0,4.55602e+03,2.70646e+01,16.541900,2.29475e+03,6.21298e+01,16.949550,3.93624e+03,7.79765e+01,15.774217,1.175334,,,0,4920.00,0.7700,0.3833,,,0.006450,0.029396,0.021508
0.421750,2CXO J162345.8-262854,245.9410718987374,-26.481898853535796,0.793825581319915,0,0,0,3.2631421076478E-15,2.7025176577254E-15,3.8237665575702E-15,,,,8.112642195753107,-0.21611492816989,-0.50780762023735,0.058088694565896,-0.69081823860087,-0.76889444097439,-0.6052467207995,1,,3,,245.9409563751814,-26.4818437834149,0.001,0.001,90,6045466468307366656,245.94115049888,0.0355,-26.48203997235,0.0179,3.3100,0.0369,40.356,0.082,-45.566,0.059,1,2.08667e+05,8.31585e+01,12.389730,9.41337e+04,1.31574e+02,12.917026,1.70179e+05,1.80404e+02,11.684654,1.232371,,,0,4900.00,0.9073,0.4655,1.28,0.850,0.000433,0.001518,0.001151
0.424564,2CXO J162347.4-263212,245.94775497660726,-26.53682251984476,1.4442978938555484,0,0,0,3.1180042968855E-16,7.1953945312743E-17,5.3965458984557E-16,,,,2.926829268292761,-0.23610243597751,-0.87257963772642,0.13304184884447,-0.46970643347908,-0.72267332916927,-0.15927545284197,0,,6,,245.9478681209791,-26.5368830359798,0.003,0.002,90,6045465403155233024,245.94781168122,0.0748,-26.53696480770,0.0367,0.5855,0.0798,-11.728,0.173,-18.992,0.116,0,4.61570e+03,2.86339e+00,16.527771,2.43255e+03,2.31290e+01,16.886232,4.46773e+03,2.58763e+01,15.636704,1.249529,,,0,4947.00,,,1.05,0.594,0.000674,0.010323,0.006288
0.922482,2CXO J162347.4-263212,245.94775497660726,-26.53682251984476,1.4442978938555484,0,0,0,3.1180042968855E-16,7.1953945312743E-17,5.3965458984557E-16,,,,2.926829268292761,-0.23610243597751,-0.87257963772642,0.13304184884447,-0.46970643347908,-0.72267332916927,-0.15927545284197,0,,6,,245.9479700920272,-26.5366533350263,0.011,0.009,90,6045465403144546048,245.94790922150,0.4942,-26.53673401195,0.2571,0.3761,0.5427,-12.648,0.719,-18.738,0.581,0,6.24378e+02,4.43589e+00,18.699747,,,,,,,,,,0,,,,,,0.007714,,
0.545923,2CXO J162354.9-262338,245.97890621478655,-26.394142929342795,4.86427664036409,0,0,0,1.7046214773668E-14,1.2609528736686E-14,2.148290081065E-14,,,,4.914285714285881,0.25234228607121,0.038101186758276,0.44034978138663,-0.064959400374766,-0.3104309806371,0.21923797626483,0,,,,245.9788727455600,-26.3942915815623,0.013,0.011,90,6045490795003476480,245.97878921608,0.4360,-26.39435653207,0.2185,-4.4035,0.4391,-17.378,0.839,-15.085,0.681,1,2.65333e+03,1.18413e+01,17.128890,1.60049e+03,8.53953e+00,17.340754,2.96923e+03,1.09579e+01,16.080309,1.260445,,,0,,,,,,0.004845,0.005793,0.004007